cnt,daddr,dport,hst,last,proto,saddr,sport,uri
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:32:32.469,6,10.2.0.1,2728,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:32:49.47,6,10.2.0.1,2728,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:33:04.47,6,10.2.0.1,2728,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:33:04.47,6,10.2.0.1,2737,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:33:04.47,6,10.2.0.1,2739,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:34:33.469,6,10.2.0.1,2748,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:34:35.47,6,10.2.0.1,2748,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:34:47.469,6,10.2.0.1,2749,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:34:48.47,6,10.2.0.1,2751,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:34:48.47,6,10.2.0.1,2749,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:34:48.47,6,10.2.0.1,2748,/HWJavaSocket/images/homework_logo.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:34:48.47,6,10.2.0.1,2752,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-09 21:37:10.472,6,10.2.0.1,2769,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:03.275,6,10.2.0.1,1184,/HWJavaSocket/socket.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:04.274,6,10.2.0.1,1184,/HWJavaSocket/socket.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:08.274,6,10.2.0.1,1184,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:22.275,6,10.2.0.1,1195,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:23.275,6,10.2.0.1,1184,/HWJavaSocket/images/homework_logo.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:23.275,6,10.2.0.1,1195,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:23.275,6,10.2.0.1,1196,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:38:24.274,6,10.2.0.1,1197,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 12:41:07.278,6,10.2.0.1,1256,/HWJavaSocket/js/hwdatatestmock.csv
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:09:52.294,6,10.2.0.1,1640,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:10:02.295,6,10.2.0.1,1642,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:10:23.295,6,10.2.0.1,1647,/HWJavaSocket/images/homework_logo.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:10:23.295,6,10.2.0.1,1649,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:10:24.293,6,10.2.0.1,1648,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:25:44.31,6,10.2.0.1,2038,/HWJavaSocket/socket.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:25:48.31,6,10.2.0.1,2038,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:25:50.31,6,10.2.0.1,2038,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:25:51.31,6,10.2.0.1,2038,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:25:52.31,6,10.2.0.1,2038,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:25:53.31,6,10.2.0.1,2038,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:25:55.31,6,10.2.0.1,2038,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:37.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:39.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:42.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:43.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:44.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:45.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:47.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:52.314,6,10.2.0.1,2043,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:27:56.314,6,10.2.0.1,2043,/HWJavaSocket/user.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:29:44.314,6,10.2.0.1,2047,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:30:09.314,6,10.2.0.1,2047,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:30:58.314,6,10.2.0.1,2049,/HWJavaSocket/user?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:31:11.314,6,10.2.0.1,2049,/HWJavaSocket/device?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:31:16.314,6,10.2.0.1,2049,/HWJavaSocket/device
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:31:20.313,6,10.2.0.1,2049,/HWJavaSocket/devicegraph
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:31:24.314,6,10.2.0.1,2049,/HWJavaSocket/devicegraph.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:31:25.314,6,10.2.0.1,2049,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:31:33.314,6,10.2.0.1,2049,/device?ip=
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:36:03.314,6,10.2.0.1,2097,/HWJavaSocket/socket.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:36:06.315,6,10.2.0.1,2097,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:36:22.314,6,10.2.0.1,2097,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:37:03.317,6,10.2.0.1,2103,/HWJavaSocket/device?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:37:09.314,6,10.2.0.1,2103,/HWJavaSocket/device.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:37:10.313,6,10.2.0.1,2103,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:52:19.326,6,10.2.0.1,2135,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:52:24.326,6,10.2.0.1,2135,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:52:26.326,6,10.2.0.1,2135,/dashboard
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:57:20.334,6,10.2.0.1,2156,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 13:57:23.334,6,10.2.0.1,2156,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:00:04.334,6,10.2.0.1,2171,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:02:07.333,6,10.2.0.1,2174,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:03:37.334,6,10.2.0.1,2183,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:05:07.334,6,10.2.0.1,2186,/HWJavaSocket/socket.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:05:09.334,6,10.2.0.1,2186,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:05:33.334,6,10.2.0.1,2186,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:06:18.335,6,10.2.0.1,2239,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:06:18.335,6,10.2.0.1,2238,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:06:19.334,6,10.2.0.1,2236,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:06:24.334,6,10.2.0.1,2239,/HWJavaSocket/dashboard
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:06:50.334,6,10.2.0.1,2241,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:06:52.334,6,10.2.0.1,2241,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:06:58.334,6,10.2.0.1,2241,/HWJavaSocket/devicegraph?ip=
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:06.334,6,10.2.0.1,2241,/HWJavaSocket/devicegraph.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:07.334,6,10.2.0.1,2241,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:12.334,6,10.2.0.1,2242,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:12.334,6,10.2.0.1,2241,/HWJavaSocket/devicegraph.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:12.334,6,10.2.0.1,2243,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:13.334,6,10.2.0.1,2241,/HWJavaSocket/devicegraph.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:14.335,6,10.2.0.1,2244,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:14.335,6,10.2.0.1,2242,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:15.334,6,10.2.0.1,2241,/HWJavaSocket/images/homework_logo.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:15.334,6,10.2.0.1,2243,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:46.334,6,10.2.0.1,2246,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:47.335,6,10.2.0.1,2246,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:56.334,6,10.2.0.1,2246,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:07:57.334,6,10.2.0.1,2246,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:11:53.334,6,10.2.0.1,2266,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:12:09.334,6,10.2.0.1,2266,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:12:15.334,6,10.2.0.1,2266,/HWJavaSocket/user.htm?name=
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:12:16.334,6,10.2.0.1,2266,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:11.334,6,10.2.0.1,2297,/HWJavaSocket/user.htm?name=
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:12.334,6,10.2.0.1,2297,/HWJavaSocket/user.htm?name=
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:16.334,6,10.2.0.1,2301,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:16.334,6,10.2.0.1,2297,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:16.334,6,10.2.0.1,2300,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:17.334,6,10.2.0.1,2298,/HWJavaSocket/js/hwdatatestmock.csv
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:23.334,6,10.2.0.1,2301,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:22:37.334,6,10.2.0.1,2301,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:04.334,6,10.2.0.1,2358,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:21.335,6,10.2.0.1,2362,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:21.335,6,10.2.0.1,2359,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:21.335,6,10.2.0.1,2361,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:22.334,6,10.2.0.1,2358,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:33.335,6,10.2.0.1,2362,/HWJavaSocket/user.htm?name=everyone%22
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:34.334,6,10.2.0.1,2362,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:53.334,6,10.2.0.1,2362,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:27:54.334,6,10.2.0.1,2362,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:30:08.334,6,10.2.0.1,2368,/HWJavaSocket/user.htm?name=everyone%22
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:33:09.334,6,10.2.0.1,2384,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:33:15.335,6,10.2.0.1,2384,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:33:23.334,6,10.2.0.1,2384,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:33:27.335,6,10.2.0.1,2384,/HWJavaSocket/user.htm?name=everyone%22
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:07.334,6,10.2.0.1,2387,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:09.334,6,10.2.0.1,2387,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:26.334,6,10.2.0.1,2387,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:27.334,6,10.2.0.1,2389,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:28.334,6,10.2.0.1,2388,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:28.335,6,10.2.0.1,2387,/HWJavaSocket/images/homework_logo.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:28.335,6,10.2.0.1,2390,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:36.334,6,10.2.0.1,2387,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:34:37.334,6,10.2.0.1,2387,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:37:46.334,6,10.2.0.1,2397,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:37:49.334,6,10.2.0.1,2397,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:38:07.336,6,10.2.0.1,2397,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:38:07.336,6,10.2.0.1,2400,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:38:07.336,6,10.2.0.1,2399,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:38:18.334,6,10.2.0.1,2397,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:38:19.334,6,10.2.0.1,2397,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:39:48.334,6,10.2.0.1,2412,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:40:06.334,6,10.2.0.1,2414,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:40:07.334,6,10.2.0.1,2412,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:40:07.334,6,10.2.0.1,2415,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:40:29.336,6,10.2.0.1,2417,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:40:30.334,6,10.2.0.1,2417,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:42:32.334,6,10.2.0.1,2420,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:44:22.334,6,10.2.0.1,2442,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:44:23.334,6,10.2.0.1,2442,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:44:33.334,6,10.2.0.1,2442,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:44:58.335,6,10.2.0.1,2446,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:44:58.335,6,10.2.0.1,2442,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:44:58.335,6,10.2.0.1,2445,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:03.334,6,10.2.0.1,2446,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:04.334,6,10.2.0.1,2446,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:17.334,6,10.2.0.1,2446,/HWJavaSocket/user.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:21.334,6,10.2.0.1,2446,/HWJavaSocket/user.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:34.334,6,10.2.0.1,2446,/HWJavaSocket/user.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:34.334,6,10.2.0.1,2449,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:34.334,6,10.2.0.1,2448,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:37.334,6,10.2.0.1,2448,/HWJavaSocket/user.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:38.335,6,10.2.0.1,2446,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:39.334,6,10.2.0.1,2449,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:39.334,6,10.2.0.1,2448,/HWJavaSocket/images/homework_logo.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:39.334,6,10.2.0.1,2450,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:45:41.334,6,10.2.0.1,2450,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:47:40.334,6,10.2.0.1,2462,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:47:59.335,6,10.2.0.1,2462,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:48:00.334,6,10.2.0.1,2465,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:48:00.334,6,10.2.0.1,2466,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 14:48:00.334,6,10.2.0.1,2463,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:23:22.334,6,10.2.0.1,2650,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:23:43.335,6,10.2.0.1,2650,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:23:43.335,6,10.2.0.1,2653,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:23:44.334,6,10.2.0.1,2652,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:24:04.335,6,10.2.0.1,2661,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:24:05.336,6,10.2.0.1,2661,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:29:32.335,6,10.2.0.1,2673,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:29:37.334,6,10.2.0.1,2676,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:29:37.334,6,10.2.0.1,2673,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:29:37.334,6,10.2.0.1,2675,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:08.334,6,10.2.0.1,2678,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:22.335,6,10.2.0.1,2678,/HWJavaSocket/user.htm?name=Tom
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:26.334,6,10.2.0.1,2678,/HWJavaSocket/user.htm?name=everyone
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:28.334,6,10.2.0.1,2678,/HWJavaSocket/device.htm?ip=10.2.0.17
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:31.337,6,10.2.0.1,2678,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:32.335,6,10.2.0.1,2678,/HWJavaSocket/devicegraph.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:33.335,6,10.2.0.1,2678,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:30:39.334,6,10.2.0.1,2678,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:34:41.334,6,10.2.0.1,2688,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:34:44.334,6,10.2.0.1,2688,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:34:44.335,6,10.2.0.1,2689,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-10 15:34:51.334,6,10.2.0.1,2688,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:19:15.497,6,10.2.0.1,1241,/HWJavaSocket/socket.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:19:21.496,6,10.2.0.1,1241,/HWJavaSocket/dashboard.htm
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:19:42.498,6,10.2.0.1,1241,/HWJavaSocket/js/styles.css
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:19:42.498,6,10.2.0.1,1288,/HWJavaSocket/images/uon_logo_black_transparent_bg_small.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:19:42.498,6,10.2.0.1,1290,/HWJavaSocket/images/device.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:19:42.498,6,10.2.0.1,1289,/HWJavaSocket/images/users.png
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:19:43.497,6,10.2.0.1,1241,/favicon.ico
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:29:42.5,6,10.2.0.1,1538,/HWJavaSocket/device.htm?ip=10.2.0.1
NULL,10.2.0.2,8080,10.2.0.2:8080,2012-05-11 14:29:49.5,6,10.2.0.1,1538,/favicon.ico
